Resolver IP,Last Event Date,Attempted Rankings,Successful Rankings,Top 10 Count,Top 25 Count,Top 50 Count,Top 75 Count,Top 100 Count,Top 200 Count
83.149.33.2,2021-08-06,839335,17762,622,1043,1482,1036,1033,12546
83.149.52.66,2021-08-07,839335,1867,91,120,235,231,249,941
83.149.128.194,2021-08-06,839335,13233,586,783,1978,1343,1613,6930
83.169.184.161,2021-08-07,839335,5623,726,673,1471,1150,423,1180
83.169.184.225,2021-08-07,839335,5714,715,728,1487,1118,457,1209
83.170.64.19,2021-08-06,839335,1729,90,142,203,199,221,874
83.170.69.2,2021-08-06,839335,82132,3412,9177,15907,13585,11929,28122
83.217.192.2,2021-08-07,839335,19264,2321,1238,1137,1088,1258,12222
83.217.193.2,2021-08-07,839335,19484,2342,1224,1155,1084,1316,12363
83.218.143.36,2021-08-07,839335,4277,142,275,703,860,534,1763
83.222.161.130,2021-08-06,839335,27184,1211,650,925,1158,1695,21545
83.223.73.116,2021-08-03,839335,10756,551,642,1098,1122,1166,6177
83.224.65.134,2021-08-06,839335,1977,187,145,206,257,244,938
83.229.88.30,2021-08-06,839335,7110,106,154,350,453,575,5472
83.242.140.10,2021-08-05,839335,71645,5495,2090,2524,2867,4858,53811
83.243.5.253,2021-08-04,839335,5018,83,160,533,653,638,2951
84.2.46.1,2021-08-06,839335,2195,391,148,232,213,212,999
84.16.96.2,2021-08-04,839335,5735,191,430,792,611,569,3142
84.16.113.2,2021-08-05,839335,7469,363,603,788,787,841,4087
84.16.234.86,2021-08-04,839335,1837,102,160,218,228,222,907
84.19.188.171,2021-07-30,839335,20891,181,607,2089,2637,2808,12569
84.21.0.5,2021-08-06,839335,22977,793,1171,1691,1575,1912,15835
84.22.106.30,2021-08-06,839335,24515,175,578,2304,2065,2707,16686
84.36.0.250,2021-08-07,839335,1784,85,120,223,246,213,897
84.39.1.20,2021-08-06,839335,2707,248,165,272,306,308,1408
84.103.237.140,2021-08-06,839335,44842,1522,3239,4564,4322,6800,24395
84.103.237.141,2021-08-04,839335,46915,1836,3441,4720,4684,7002,25232
84.103.237.142,2021-08-05,839335,45309,1688,3331,4456,4434,6866,24534
84.103.237.143,2021-08-06,839335,44603,1468,3191,4542,4187,6571,24644
84.103.237.144,2021-08-05,839335,45026,1687,3257,4460,4394,6821,24407
84.103.237.145,2021-08-06,839335,44987,1593,3220,4492,4339,6918,24425
84.103.237.146,2021-08-05,839335,45245,1663,3315,4441,4330,7082,24414
84.103.237.147,2021-08-04,839335,46268,1604,3249,4695,4644,7178,24898
84.103.237.148,2021-08-04,839335,44675,1621,3168,4479,4178,6877,24352
84.199.73.100,2021-08-07,839335,19407,193,544,867,1268,1772,14763
84.201.225.1,2021-08-04,839335,2494,109,205,364,317,283,1216
84.203.180.250,2021-08-05,839335,1770,85,124,210,239,219,893
84.235.6.55,2021-08-05,839335,5043,3233,154,256,209,230,961
84.243.238.4,2021-08-06,839335,8728,79,236,1014,674,909,5816
84.255.209.77,2021-08-03,839335,1812,101,138,207,231,244,891
84.255.210.77,2021-08-04,839335,1810,99,107,231,222,225,926
85.12.6.171,2021-08-06,839335,27712,457,1421,2400,2699,3955,16780
85.14.85.14,2021-08-03,839335,1802,97,153,212,210,207,923
85.28.195.129,2021-08-02,839335,1922,117,143,235,228,216,983
85.31.66.4,2021-08-02,839335,1920,107,141,212,213,246,1001
85.31.80.20,2021-08-04,839335,2385,118,144,256,293,288,1286
85.37.17.4,2021-08-03,839335,11005,892,1428,2425,2167,1313,2780
85.37.17.5,2021-08-06,839335,11062,917,1477,2369,2139,1385,2775
85.37.17.6,2021-08-03,839335,11246,1020,1552,2382,2125,1389,2778
85.37.17.7,2021-08-05,839335,11106,922,1558,2418,2222,1294,2692
85.37.17.8,2021-08-06,839335,11048,917,1542,2365,2137,1404,2683
85.37.17.9,2021-07-30,839335,11100,839,1428,2500,2143,1396,2794
85.37.17.10,2021-08-02,839335,11251,886,1548,2404,2176,1440,2797
85.37.17.11,2021-08-06,839335,11097,856,1574,2360,2202,1383,2722
85.37.17.12,2021-08-05,839335,11188,1030,1576,2311,2085,1350,2836
85.37.17.13,2021-08-01,839335,11328,1029,1542,2356,2213,1340,2848
85.37.17.14,2021-08-06,839335,11240,1008,1587,2414,2111,1317,2803
85.37.17.15,2021-08-04,839335,11290,1030,1509,2390,2175,1359,2827
85.37.17.16,2021-08-03,839335,11194,811,1516,2401,2224,1382,2860
85.37.17.17,2021-08-07,839335,11354,889,1490,2503,2187,1435,2850
85.37.17.39,2021-08-03,839335,11324,1031,1508,2393,2210,1319,2863
85.37.17.40,2021-08-03,839335,11235,953,1540,2435,2168,1327,2812
85.37.17.41,2021-08-06,839335,11193,976,1569,2424,2124,1356,2744
85.37.17.42,2021-08-03,839335,11216,1033,1546,2415,2160,1283,2779
85.37.17.43,2021-08-06,839335,11253,1040,1520,2367,2131,1412,2783
85.37.17.44,2021-08-06,839335,11308,1047,1570,2359,2092,1381,2859
85.37.17.45,2021-08-03,839335,11022,994,1515,2325,2098,1315,2775
85.37.17.46,2021-08-07,839335,11145,997,1516,2394,2215,1303,2720
85.37.17.47,2021-08-06,839335,11233,1037,1506,2417,2175,1333,2765
85.37.17.48,2021-08-03,839335,11290,1070,1493,2410,2100,1331,2886
85.37.17.49,2021-08-06,839335,11326,1045,1521,2393,2171,1344,2852
85.37.17.50,2021-07-31,839335,11172,934,1527,2480,2117,1366,2748
85.37.17.51,2021-08-02,839335,11328,997,1524,2425,2255,1314,2813
85.37.17.52,2021-08-07,839335,11236,1005,1566,2331,2211,1362,2761
85.37.17.55,2021-08-03,839335,11107,995,1486,2400,2116,1319,2791
85.37.17.56,2021-08-04,839335,11254,1116,1526,2396,2092,1363,2761
85.37.17.57,2021-08-04,839335,11171,999,1554,2371,2133,1370,2744
85.37.17.58,2021-08-02,839335,11356,1064,1559,2360,2154,1372,2847
85.38.28.68,2021-08-04,839335,12646,1252,2097,2392,2327,1070,3508
85.38.28.69,2021-08-01,839335,12845,1323,2304,2358,2312,1029,3519
85.38.28.70,2021-08-06,839335,12738,1276,2133,2265,2354,1064,3646
85.38.28.71,2021-08-04,839335,13226,1347,2355,2320,2411,1093,3700
85.38.28.72,2021-08-04,839335,12950,1265,2280,2308,2374,1114,3609
85.38.28.73,2021-08-01,839335,12861,1368,2267,2269,2396,1025,3536
85.38.28.74,2021-08-06,839335,12982,1370,2282,2317,2415,1076,3522
85.38.28.75,2021-07-31,839335,13021,1245,2273,2394,2461,1048,3600
85.38.28.76,2021-08-06,839335,12990,1385,2333,2356,2326,1126,3464
85.38.28.77,2021-08-03,839335,12773,1282,2295,2306,2368,1035,3487
85.38.28.78,2021-08-02,839335,12855,1306,2332,2324,2386,1034,3473
85.38.28.79,2021-08-03,839335,12882,1419,2276,2268,2350,1054,3515
85.38.28.80,2021-08-06,839335,13142,1430,2282,2386,2428,1062,3554
85.38.28.81,2021-08-06,839335,13303,1373,2376,2413,2426,1069,3646
85.38.28.82,2021-08-06,839335,12846,1336,2296,2314,2364,1047,3489
85.38.28.83,2021-08-05,839335,13233,1332,2432,2409,2424,1074,3562
85.38.28.84,2021-08-06,839335,13097,1296,2372,2341,2418,1168,3502
85.38.28.85,2021-08-05,839335,13131,1260,2333,2418,2436,1106,3578
85.38.28.86,2021-08-04,839335,13236,1460,2350,2372,2361,1153,3540
85.38.28.89,2021-08-06,839335,13048,1522,2189,2330,2407,1071,3529
85.38.28.90,2021-08-07,839335,13165,1430,2348,2403,2394,1073,3517
85.38.28.91,2021-08-07,839335,13204,1426,2407,2313,2415,1036,3607
85.38.28.92,2021-08-07,839335,13304,1448,2356,2355,2437,1037,3671
85.38.28.93,2021-08-04,839335,13164,1399,2374,2353,2421,1080,3537
85.38.28.95,2021-08-05,839335,12946,1211,2348,2405,2362,1046,3574
85.38.28.96,2021-08-03,839335,12905,1374,2300,2332,2379,1044,3476
85.38.28.97,2021-08-03,839335,12905,1394,2299,2398,2362,1063,3389
85.38.28.98,2021-08-05,839335,12903,1423,2299,2344,2399,1045,3393
85.90.229.188,2021-08-07,839335,28945,1050,2807,5420,5189,4105,10374
85.91.1.129,2021-08-02,839335,1941,127,141,237,224,237,975
85.91.1.130,2021-08-06,839335,1912,147,141,230,220,243,931
85.94.64.10,2021-08-06,839335,1816,82,120,213,237,210,954
85.94.64.11,2021-08-03,839335,1973,91,148,243,240,231,1020
85.114.32.7,2021-08-05,839335,1957,194,120,238,216,209,980
85.114.32.8,2021-08-05,839335,1987,195,142,219,271,218,942
85.118.96.73,2021-08-05,839335,8536,246,575,1332,676,694,5013
85.118.96.74,2021-08-05,839335,8761,275,556,1347,709,748,5126
85.119.136.158,2021-08-06,839335,194597,6795,10031,9156,14113,46080,108422
85.132.31.10,2021-08-06,839335,3322,173,252,419,398,402,1678
85.158.48.34,2021-08-05,839335,3474,158,458,431,437,378,1612
85.158.50.50,2021-08-05,839335,57991,3122,2622,1811,2060,3038,45338
85.158.210.68,2021-08-05,839335,26703,809,736,1992,2676,2815,17675
85.159.48.10,2021-08-05,839335,1886,137,128,249,246,228,898
85.172.0.250,2021-08-06,839335,23982,1164,2046,1238,1012,1238,17284
85.196.169.4,2021-08-06,839335,1810,102,148,225,234,222,879
85.214.73.63,2021-08-05,839335,4959,446,304,401,430,446,2932
85.214.117.11,2021-08-05,839335,1898,109,152,236,222,250,929
85.233.58.60,2021-08-06,839335,2201,168,140,262,293,252,1086
85.233.130.67,2021-08-06,839335,85401,2236,2425,1910,2620,4399,71811
85.233.144.10,2021-08-05,839335,85009,2200,2459,1897,2629,4438,71386
85.236.160.1,2021-08-06,839335,3958,209,321,604,406,409,2009
85.239.225.161,2021-07-30,839335,1862,92,158,231,227,242,912
86.51.1.2,2021-08-03,839335,3293,259,199,290,357,339,1849
86.51.1.3,2021-08-03,839335,1900,76,164,253,222,224,961
86.56.35.5,2021-08-03,839335,1745,90,125,214,211,208,897
86.62.0.3,2021-08-05,839335,2631,143,230,296,297,275,1390
86.63.129.29,2021-08-06,839335,4725,355,352,360,501,544,2613
86.64.145.140,2021-08-04,839335,46228,3171,4036,4425,4924,7576,22096
86.64.145.141,2021-08-06,839335,46498,3598,4107,4229,5061,7655,21848
86.64.145.142,2021-08-06,839335,46419,3596,4083,4197,4967,7801,21775
86.64.145.143,2021-08-04,839335,46535,3582,4158,4276,5037,7624,21858
86.64.145.144,2021-08-05,839335,45241,3226,4153,4181,4629,7259,21793
86.64.145.145,2021-08-04,839335,46496,3560,4087,4207,4985,7826,21831
86.64.145.146,2021-08-05,839335,46115,3385,4157,4229,4885,7628,21831
86.64.145.147,2021-08-04,839335,46182,3431,4085,4204,4836,7699,21927
86.64.145.148,2021-08-04,839335,45933,3386,4132,4180,4657,7604,21974
86.64.233.84,2021-08-05,839335,29631,1172,2256,2829,2324,4080,16970
86.106.4.1,2021-08-05,839335,1836,98,145,209,225,221,938
86.110.224.3,2021-08-01,839335,10023,868,810,735,872,939,5799
86.120.109.41,2021-08-05,839335,2654,183,312,292,298,298,1271
87.96.254.52,2021-08-05,839335,1714,90,143,231,203,207,840
87.96.254.67,2021-08-05,839335,1744,108,114,222,211,217,872
87.103.161.61,2021-08-03,839335,1729,75,122,200,202,225,905
87.104.254.39,2021-08-06,839335,129776,3126,5981,9026,19912,32093,59638
87.104.254.135,2021-08-03,839335,127716,3240,5851,9073,20090,31071,58391
87.117.0.1,2021-08-03,839335,2267,295,170,287,263,254,998
87.117.196.200,2021-08-07,839335,61546,1136,3607,13051,14379,10567,18806
87.117.198.200,2021-08-03,839335,25588,477,1505,4788,5854,3260,9704
87.117.237.100,2021-08-05,839335,25645,561,1838,5629,4959,3213,9445
87.118.100.175,2021-08-03,839335,19893,229,653,2081,2560,2612,11758
87.118.104.203,2021-08-05,839335,14217,163,477,1608,1823,1910,8236
87.118.114.9,2021-08-05,839335,20794,204,575,2057,2738,2733,12487
87.119.111.5,2021-08-04,839335,2205,139,177,272,264,290,1063
87.216.1.65,2021-08-06,839335,2659,820,271,222,229,200,917
87.216.1.66,2021-08-06,839335,2777,822,317,238,236,222,942
87.232.1.40,2021-08-06,839335,1817,114,146,216,211,223,907
87.236.128.56,2021-08-05,839335,1829,89,125,223,212,227,953
87.237.112.10,2021-08-03,839335,4192,309,530,724,575,424,1630
87.241.223.68,2021-08-06,839335,9965,890,690,966,785,792,5842
87.248.160.5,2021-08-06,839335,12042,194,546,609,726,803,9164
87.253.220.3,2021-08-04,839335,16898,370,1896,1629,1131,1279,10593
88.80.32.3,2021-08-03,839335,3505,152,268,538,398,381,1768
88.87.0.2,2021-08-05,839335,1862,114,148,226,232,230,912
88.156.63.9,2021-08-04,839335,9056,482,939,514,568,669,5884
88.156.96.61,2021-08-06,839335,12689,562,1001,527,670,895,9034
88.191.51.140,2021-08-01,839335,1686,78,112,216,226,212,842
88.198.75.145,2021-08-07,839335,13580,155,457,1550,1883,1643,7892
88.214.193.51,2021-08-02,839335,11471,602,972,1659,1433,1676,5129
88.255.242.6,2021-08-01,839335,105156,3433,681,1390,2682,5457,91513
89.2.0.1,2021-08-07,839335,31056,2572,1696,2898,2223,3282,18385
89.2.0.2,2021-08-07,839335,32118,2589,1722,3105,2304,3260,19138
89.16.173.11,2021-08-06,839335,14581,827,392,914,1563,2942,7943
89.33.253.226,2021-08-04,839335,5691,605,470,570,497,551,2998
89.102.101.62,2021-08-04,839335,1730,82,125,196,210,236,881
89.107.0.74,2021-08-04,839335,6739,95,177,337,456,739,4935
89.107.0.84,2021-08-03,839335,6822,96,158,344,458,723,5043
89.150.129.4,2021-08-02,839335,1888,199,155,215,200,217,902
89.150.129.10,2021-08-06,839335,1874,212,134,205,229,224,870
89.184.128.192,2021-08-02,839335,14011,488,919,1355,1791,2318,7140
89.189.156.5,2021-08-06,839335,1953,223,120,211,234,252,913
89.218.80.11,2021-08-02,839335,1811,111,126,211,229,232,902
89.251.66.7,2021-08-03,839335,3002,185,217,461,358,304,1477
91.121.8.250,2021-08-03,839335,2141,107,149,254,322,321,988
91.143.20.6,2021-08-05,839335,45555,937,2787,1999,1627,2155,36050
91.144.0.103,2021-08-06,839335,1826,82,133,228,218,227,938
91.184.33.25,2021-08-06,839335,1757,70,134,230,217,242,864
91.184.192.2,2021-08-06,839335,2065,106,125,260,243,249,1082
91.184.192.18,2021-08-04,839335,2131,117,120,263,268,248,1115
91.185.2.10,2021-08-06,839335,98093,1359,1729,2595,2787,5420,84203
91.185.6.10,2021-08-02,839335,54839,529,409,809,1705,3819,47568
91.185.96.4,2021-08-03,839335,1857,107,128,216,226,244,936
91.186.192.3,2021-08-07,839335,77344,3353,423,910,1574,3104,67980
91.189.120.4,2021-08-05,839335,4843,396,893,776,484,431,1863
91.194.164.11,2021-08-04,839335,2882,123,193,484,343,323,1416
91.194.164.67,2021-08-06,839335,2751,117,202,465,291,312,1364
91.203.168.1,2021-08-06,839335,2667,139,215,332,410,346,1225
93.88.144.138,2021-07-31,839335,105603,1805,8594,21103,22258,16070,35773
93.88.145.138,2021-07-30,839335,44272,615,2859,6806,7028,6990,19974
93.88.146.138,2021-08-05,839335,32933,461,1767,4383,4273,5046,17003
93.88.147.138,2021-08-05,839335,32473,372,1548,3827,3929,5342,17455
93.88.148.138,2021-08-03,839335,29098,306,1312,3184,3246,4738,16312
93.88.149.138,2021-08-03,839335,29322,322,1316,3316,3163,4850,16355
93.88.150.138,2021-08-03,839335,28816,289,1217,3185,3092,4744,16289
93.88.151.138,2021-08-03,839335,28896,289,1206,3225,3225,4692,16259
93.91.200.200,2021-08-05,839335,2245,333,149,234,250,248,1031
93.91.224.2,2021-08-05,839335,5822,242,400,761,500,472,3447
93.99.200.1,2021-08-01,839335,45370,1374,1857,4337,5132,5877,26793
93.185.112.2,2021-08-03,839335,1685,94,127,196,208,220,840
93.188.188.11,2021-08-04,839335,11001,1191,1304,695,796,956,6059
94.23.39.201,2021-08-04,839335,2727,99,171,393,416,377,1271
94.75.228.29,2021-07-29,839335,31893,896,1553,2679,3970,6339,16456
94.190.192.4,2021-08-06,839335,5222,403,615,600,493,524,2587
97.64.179.250,2021-08-04,839335,2577,347,200,382,457,259,932
97.64.179.251,2021-08-01,839335,2077,160,145,270,284,262,956
97.64.180.150,2021-08-07,839335,6801,372,413,1147,812,596,3461
97.64.180.153,2021-08-05,839335,6779,367,412,1184,767,611,3438
97.64.187.150,2021-08-06,839335,8299,636,270,774,1510,2034,3075
97.64.187.153,2021-08-05,839335,8396,657,276,802,1520,2076,3065
99.144.149.196,2021-08-05,839335,1884,120,138,225,243,246,912
99.207.213.87,2021-08-04,839335,1784,104,136,214,230,210,890
109.0.64.242,2021-08-05,839335,67715,2634,4486,6446,9067,13064,32018
109.60.128.2,2021-08-03,839335,1867,130,127,217,210,238,945
109.60.128.3,2021-08-01,839335,1793,109,125,225,225,218,891
109.74.192.20,2021-07-31,839335,1879,84,151,229,256,214,945
109.74.193.20,2021-08-03,839335,5774,153,429,1144,1271,999,1778
109.74.194.20,2021-07-18,839335,2667,90,168,445,434,363,1167
114.31.0.66,2021-08-05,839335,2288,114,151,251,285,285,1202
114.130.11.66,2021-08-07,839335,26612,1564,2194,3045,4020,4211,11578
114.130.11.67,2021-08-05,839335,8151,353,571,888,1115,1289,3935
116.0.102.107,2021-08-05,839335,8051,689,1168,1900,885,788,2621
116.71.241.198,2021-08-06,839335,2478,666,151,230,245,260,926
117.103.168.10,2021-08-03,839335,1941,95,153,256,249,227,961
117.121.210.110,2021-08-04,839335,11749,3267,2041,1707,1300,1016,2418
117.121.222.222,2021-08-05,839335,13529,4245,1925,1914,1608,1118,2719
119.31.230.42,2021-08-02,839335,4623,313,418,822,880,390,1800
119.46.240.1,2021-08-05,839335,2280,127,203,316,309,270,1055
119.46.240.2,2021-08-01,839335,2232,141,174,308,274,268,1067
119.46.240.3,2021-08-06,839335,2225,118,200,280,279,278,1070
119.46.240.5,2021-08-06,839335,2176,128,162,325,303,252,1006
119.110.82.254,2021-08-04,839335,1752,91,132,207,191,230,901
121.1.3.81,2021-08-06,839335,1926,120,134,220,209,245,998
122.49.191.252,2021-08-06,839335,3427,730,472,771,256,241,957
122.49.191.253,2021-08-05,839335,3334,691,477,779,244,217,926
122.200.48.14,2021-07-29,839335,28349,7481,4559,4397,2661,2439,6812
122.200.48.15,2021-08-05,839335,25855,7257,4341,3717,2374,2169,5997
122.255.1.2,2021-08-05,839335,1785,127,129,221,218,199,891
122.255.96.132,2021-07-30,839335,59474,6691,11204,11207,7247,5543,17582
122.255.96.133,2021-08-06,839335,1766,80,147,191,217,212,919
123.129.192.17,2021-08-03,839335,19240,615,1316,2387,3019,2782,9121
123.136.100.2,2021-08-04,839335,1806,104,133,202,197,229,941
124.108.48.5,2021-08-07,839335,1858,82,143,227,230,227,949
124.195.15.98,2021-07-29,839335,1957,101,138,258,241,246,973
124.195.15.100,2021-08-05,839335,1876,101,153,220,254,221,927
125.70.254.243,2021-08-06,839335,1908,76,140,239,243,232,978
125.160.2.34,2021-08-04,839335,5838,1904,1260,779,408,318,1169
128.2.205.81,2021-08-06,839335,5655,206,156,326,408,615,3944
128.8.5.2,2021-08-05,839335,36309,540,1214,3899,5034,5502,20120
128.8.74.2,2021-08-06,839335,37726,569,1174,3862,5279,5764,21078
128.8.76.2,2021-08-06,839335,38907,573,1325,4154,5533,5916,21406
128.86.249.14,2021-08-02,839335,47876,1141,3511,8591,7892,6235,20506
128.86.249.51,2021-07-29,839335,48270,1435,3889,8592,7795,6214,20345
128.95.112.1,2021-08-03,839335,19652,1287,1443,1084,1052,1639,13147
128.95.120.1,2021-08-06,839335,19749,1351,1389,1062,1164,1635,13148
128.100.56.135,2021-08-03,839335,1761,91,125,194,236,211,904
128.100.100.128,2021-07-30,839335,4250,250,401,453,341,354,2451
128.100.102.201,2021-08-06,839335,3084,140,198,273,305,359,1809
128.103.201.100,2021-08-05,839335,1807,87,130,210,210,220,950
128.104.98.142,2021-08-06,839335,1825,91,127,220,230,233,924
128.107.241.182,2021-08-06,839335,19659,241,668,2134,2669,3213,10734
128.107.241.185,2021-08-06,839335,19716,269,701,2200,2635,3221,10690
128.111.1.1,2021-08-06,839335,1749,104,148,226,218,225,828
128.111.1.2,2021-08-06,839335,1767,82,148,208,233,213,883
128.112.136.10,2021-08-06,839335,15509,130,237,579,913,1571,12079
128.119.40.12,2021-08-05,839335,17992,642,841,880,1256,2135,12238
128.119.240.1,2021-08-05,839335,25520,864,1029,1170,2020,3365,17072
128.122.128.2,2021-08-05,839335,2977,107,143,370,510,420,1427
128.122.253.92,2021-08-06,839335,2886,91,163,364,484,390,1394
128.143.2.7,2021-08-07,839335,32011,182,571,1695,3707,5118,20738
128.143.3.7,2021-08-05,839335,32217,193,543,1755,3872,5205,20649
128.143.22.119,2021-08-06,839335,32587,212,551,1775,3943,5283,20823
128.147.128.83,2021-08-03,839335,21933,151,267,737,1359,2419,17000
128.171.1.1,2021-08-07,839335,1960,109,156,245,247,252,951
128.171.3.13,2021-08-05,839335,1927,102,148,207,213,268,989
128.174.252.4,2021-08-01,839335,1847,102,132,232,233,209,939
128.189.4.1,2021-07-31,839335,2139,131,191,270,237,265,1045
128.192.1.9,2021-08-01,839335,2577,96,187,343,262,318,1371
128.198.1.250,2021-08-04,839335,10841,1133,376,556,706,823,7247
128.227.128.24,2021-07-31,839335,1837,92,150,212,209,240,934
128.230.108.22,2021-08-04,839335,28646,245,602,1654,2541,4454,19150
128.233.3.1,2021-08-06,839335,3002,184,206,309,350,321,1632
128.233.119.73,2021-08-05,839335,3073,184,211,321,345,360,1652
128.233.150.126,2021-07-31,839335,2962,173,208,339,351,351,1540
128.252.120.1,2021-08-05,839335,2637,92,149,301,362,447,1286
128.252.133.45,2021-08-02,839335,7012,121,177,450,1097,1682,3485
128.252.135.4,2021-08-02,839335,1922,101,138,231,260,237,955
128.255.64.3,2021-08-06,839335,4971,131,260,800,1246,529,2005
129.7.1.1,2021-08-05,839335,152067,610,2267,13015,15863,20301,100011
129.7.1.6,2021-08-05,839335,153062,588,2487,13251,16427,20305,100004
129.10.254.5,2021-08-04,839335,20820,1311,619,855,1398,2686,13951
129.24.8.1,2021-07-30,839335,1849,78,130,225,230,233,953
129.65.16.254,2021-08-03,839335,14972,148,447,1310,3152,1984,7931
129.65.21.254,2021-08-02,839335,15225,134,454,1372,3191,1962,8112
129.66.20.5,2021-08-05,839335,10242,144,207,601,719,1063,7508
129.66.95.3,2021-08-02,839335,11238,194,542,1053,773,1039,7637
129.69.1.28,2021-07-31,839335,3481,108,148,278,363,405,2179
129.69.21.42,2021-08-02,839335,20357,255,719,2382,2669,2688,11644
129.71.1.1,2021-08-05,839335,15782,298,218,544,886,1299,12537
129.71.254.5,2021-08-05,839335,8306,120,215,425,584,688,6274
129.78.64.1,2021-08-06,839335,9373,353,1436,2624,772,615,3573
129.78.64.2,2021-08-06,839335,9402,534,1661,2254,690,604,3659
129.82.100.64,2021-08-06,839335,13366,867,600,541,794,1094,9470
129.108.0.64,2021-08-06,839335,4866,94,149,293,404,510,3416
129.108.202.20,2021-08-02,839335,20994,103,211,494,1064,1570,17552
129.108.202.35,2021-08-02,839335,9129,106,200,368,598,940,6917
129.115.102.150,2021-07-30,839335,204915,765,1653,12386,17806,25514,146791
129.118.1.9,2021-08-03,839335,6560,114,185,394,529,1051,4287
129.120.255.228,2021-08-06,839335,1908,92,149,251,246,253,917
129.120.255.229,2021-08-02,839335,1953,94,164,229,220,240,1006
129.128.5.233,2021-08-01,839335,16718,972,449,1368,1668,1493,10768
129.128.76.233,2021-08-05,839335,17236,975,474,1380,1641,1594,11172
129.133.6.10,2021-08-03,839335,1862,87,134,208,222,246,965
129.133.6.11,2021-08-06,839335,1903,92,146,227,242,239,957
129.142.7.99,2021-08-06,839335,1932,101,145,234,249,249,954
129.142.7.100,2021-08-03,839335,1842,100,120,231,220,213,958
129.174.1.3,2021-08-07,839335,17987,215,828,2418,2742,3189,8595
129.175.34.240,2021-08-06,839335,1775,102,110,237,221,223,882
129.187.5.1,2021-07-29,839335,8077,130,190,547,679,783,5748
129.206.100.126,2021-08-06,839335,6387,136,359,649,771,736,3736
129.219.13.81,2021-07-29,839335,47655,636,815,2311,5281,7081,31531
129.219.17.5,2021-08-06,839335,48224,663,837,2490,5323,7104,31807
129.219.17.200,2021-08-06,839335,48479,673,865,2416,5333,7248,31944
129.234.4.13,2021-08-06,839335,1791,84,129,217,231,233,897
129.237.32.1,2021-08-06,839335,1729,79,118,207,230,200,895
129.244.3.254,2021-08-03,839335,21104,223,289,994,2093,2964,14541
129.250.35.250,2021-08-07,839335,672629,153280,187237,153323,69337,40029,69423
129.250.35.251,2021-08-07,839335,626470,99294,133684,136849,85082,56215,115346
129.250.48.6,2021-08-06,839335,34768,2106,2985,4424,5927,5961,13365
129.250.48.98,2021-08-05,839335,32562,1184,2890,4638,4469,4257,15124
130.16.98.210,2021-08-01,839335,1694,66,117,196,220,204,891
130.60.64.12,2021-08-04,839335,2308,93,149,290,248,249,1279
130.60.64.51,2021-08-01,839335,2428,112,168,262,276,269,1341
130.60.128.3,2021-08-03,839335,2366,100,164,264,273,261,1304
130.60.128.5,2021-08-02,839335,2410,104,161,264,258,266,1357
130.63.237.99,2021-08-05,839335,1794,78,149,202,219,241,905
130.67.15.198,2021-08-07,839335,2569,638,229,263,257,216,966
130.67.60.68,2021-08-05,839335,2598,654,209,243,256,248,988
130.75.120.1,2021-08-01,839335,1847,87,145,231,215,247,922
130.85.1.3,2021-08-06,839335,73659,341,1514,7173,12010,13867,38754
130.85.1.5,2021-08-02,839335,59201,276,1098,4846,9048,10901,33032
130.89.1.2,2021-08-05,839335,1929,84,133,234,230,222,1026
130.89.4.21,2021-08-03,839335,25877,188,540,2779,2602,3162,16606
130.94.25.65,2021-08-05,839335,24006,155,603,2729,3591,3799,13129
130.117.240.53,2021-08-03,839335,3532,100,151,254,406,443,2178
130.132.1.9,2021-08-07,839335,16454,269,1083,1508,2323,1865,9406
130.132.1.10,2021-07-29,839335,16558,276,1065,1472,2415,1868,9462
130.132.1.11,2021-08-05,839335,16570,264,1114,1499,2310,1889,9494
130.149.4.20,2021-08-03,839335,2758,125,129,290,326,389,1499
130.150.102.20,2021-08-02,839335,40578,230,940,4316,6219,6749,22124
130.150.102.100,2021-08-02,839335,43215,690,2243,6380,5869,6374,21659
130.160.4.114,2021-08-02,839335,13569,190,834,3140,1469,965,6971
130.161.180.1,2021-08-06,839335,1749,85,120,239,201,202,902
130.161.180.65,2021-08-06,839335,1737,80,132,220,245,210,850
130.179.16.67,2021-08-06,839335,3086,280,174,362,344,302,1624
130.232.64.1,2021-07-31,839335,2520,149,185,492,380,266,1048
130.232.64.2,2021-08-01,839335,2578,159,187,475,382,273,1102
130.243.78.92,2021-08-05,839335,1663,65,127,201,221,231,818
130.243.97.6,2021-08-03,839335,6889,586,1219,1395,806,549,2334
130.244.127.161,2021-08-03,839335,2318,361,293,233,261,248,922
130.244.127.169,2021-08-06,839335,2312,379,261,226,244,261,941
131.104.20.10,2021-08-06,839335,4038,130,255,435,361,395,2462
131.104.136.36,2021-08-05,839335,4261,147,306,473,422,409,2504
131.114.11.37,2021-08-04,839335,8113,421,361,1360,846,902,4223
131.114.64.7,2021-08-03,839335,5813,234,306,980,603,640,3050
131.114.69.20,2021-08-05,839335,5876,211,302,923,642,666,3132
131.128.1.127,2021-08-06,839335,1706,85,102,223,208,194,894
131.154.1.3,2021-08-06,839335,14290,602,694,1706,1570,1536,8182
131.155.2.3,2021-08-03,839335,1943,87,149,251,236,256,964
131.155.2.7,2021-08-05,839335,1847,94,153,251,214,205,930
131.161.1.1,2021-08-06,839335,1927,103,132,249,250,223,970
131.169.40.200,2021-08-03,839335,1841,89,129,255,222,229,917
